Date/Time,"Steam flow 
(t/h)","Export power.
(MW)","Post combustion 
temp. C","Flue gas temp inlet 
bag filter temp. C","IDF Running 
(PV Control.) %","RGF Running 
(PV Control.) %",Sootblow,"PAF Running 
(PV Control.) %",Problem
22/01/2026 4:00 ¹.,37,6.528,1051.4,202.5,99.1,92.4,1,62.1,0
22/01/2026 5:00 ¹.,36,6.218,1039.3,197.7,98.4,91.3,1,63.6,0
22/01/2026 6:00 ¹.,43,7.894,1143.9,193.8,100.2,91.2,1,64.2,0
22/01/2026 7:00 ¹.,44,8.049,1156.2,196.1,96.2,91.3,1,64.5,0
22/01/2026 8:00 ¹.,43,7.789,1142,196.6,96.9,92.5,0,64.9,0
22/01/2026 9:00 ¹.,41,7.218,1080.6,196.2,95.4,92.9,0,63.6,0
22/01/2026 10:00 ¹.,41,7.127,1068.6,199.3,98.2,91,0,63.8,0
22/01/2026 11:00 ¹.,37,6.385,1039,201.4,99,91.4,1,63.8,0
22/01/2026 12:00 ¹.,36,6.24,1034,203,97.2,88.6,1,61.3,0
22/01/2026 13:00 ¹.,36,6.278,1052.4,201.8,96.6,90.4,1,63.7,0
22/01/2026 14:00 ¹.,34,5.688,1021.9,200.4,98.6,90.4,0,64.4,0
22/01/2026 15:00 ¹.,39,6.688,1064.8,196.9,98.6,90.3,0,64.5,0
22/01/2026 16:00 ¹.,41,7.223,1092.9,199.7,97.6,91.8,0,64.7,0
22/01/2026 17:00 ¹.,43,7.663,1118.9,202,98.4,95.4,0,64.2,0
22/01/2026 18:00 ¹.,42,7.508,1105.4,201.1,98.1,93.5,0,64.2,0
22/01/2026 19:00 ¹.,41,7.241,1094.7,199.8,98.2,90.6,0,64.4,0
22/01/2026 20:00 ¹.,41,7.257,1083.7,201.5,98.1,95.4,1,65,0
22/01/2026 21:00 ¹.,43,7.655,1112.1,205.6,99.7,95.5,1,65,0
22/01/2026 22:00 ¹.,42,7.467,1094.9,206.1,100.3,95.5,1,65.4,0
22/01/2026 23:00 ¹.,42,7.308,1118.3,205,100.4,95.4,0,65.9,0
22/01/2026 0:00 ¹.,41,7.279,1117.2,200.6,100.2,95.4,0,65.4,0
23/01/2026 1:00 ¹.,44,7.8,1128.8,196.7,98.6,92.7,0,63.9,0
23/01/2026 2:00 ¹.,44,7.829,1120.5,197.3,97.7,95.3,0,61.3,0
23/01/2026 3:00 ¹.,40,6.813,1071.3,194.8,94.6,90.4,0,61.1,0
23/01/2026 4:00 ¹.,35,5.841,1007.3,192.2,90.9,90.4,0,59,0
23/01/2026 5:00 ¹.,42,7.434,1138.1,199,99.9,90.4,1,64.1,0
23/01/2026 6:00 ¹.,42,7.298,1125.4,197.8,99.5,90.4,1,63.4,0
23/01/2026 7:00 ¹.,42,7.295,1089.1,192,96.4,89.2,1,63.2,0
23/01/2026 8:00 ¹.,44,7.758,1118.5,194,97.1,91.3,0,63.7,0
23/01/2026 9:00 ¹.,42,7.375,1092.3,198.6,98.7,94.6,0,63.5,0
23/01/2026 10:00 ¹.,44,7.914,1138.2,199.8,100.3,95.3,0,64.2,0
23/01/2026 11:00 ¹.,40,7.1,1085,199.5,96.5,92.5,1,64.1,0
23/01/2026 12:00 ¹.,39,6.736,1049.8,202.6,98.1,92.1,1,60.2,0
23/01/2026 13:00 ¹.,42,7.481,1126.5,206.5,98.2,95.4,1,60.4,0
23/01/2026 14:00 ¹.,43,7.84,1173.1,206.2,100.2,95.2,0,62.2,0
23/01/2026 15:00 ¹.,39,6.669,1078.1,197.6,97.2,92.4,0,60.7,0
23/01/2026 16:00 ¹.,41,7.059,1072.3,197.9,95.7,93.1,0,61.6,0
23/01/2026 17:00 ¹.,41,7.155,1088.3,198.4,90.7,95.3,0,59.2,0
23/01/2026 18:00 ¹.,43,7.625,1114.3,199.7,94.3,95.3,0,59.2,0
23/01/2026 19:00 ¹.,45,7.864,1141,202.4,95.9,95.3,0,59.2,0
23/01/2026 20:00 ¹.,43,7.576,1126,202.6,94.6,95.3,1,59.2,0
23/01/2026 21:00 ¹.,44,8.036,1156.1,206.2,96.4,95.4,1,59.2,0
23/01/2026 22:00 ¹.,43,7.798,1151.2,207.4,97.7,95.4,1,59.2,0
23/01/2026 23:00 ¹.,40,7.07,1123.6,206,96.4,95.4,0,59.2,0
23/01/2026 0:00 ¹.,43,7.671,1154.7,205,99.8,95.4,0,59.2,0
24/01/2026 1:00 ¹.,43,7.665,1128.1,198.1,93.4,93.8,0,59.2,0
24/01/2026 2:00 ¹.,41,7.339,1105.5,198,94.2,93.7,0,59.2,0
24/01/2026 3:00 ¹.,42,7.421,1103.8,198.7,93.2,95.3,0,59.1,0
24/01/2026 4:00 ¹.,41,7.405,1120.2,199.7,92.7,95.3,0,58.1,0
24/01/2026 5:00 ¹.,38,6.596,1088.3,200.4,93.7,91,0,58.2,0
24/01/2026 6:00 ¹.,39,6.752,1101.1,197.2,95.7,90.2,1,58.2,0
24/01/2026 7:00 ¹.,42,7.397,1104.7,195.4,93.3,93.1,1,58.2,0
24/01/2026 8:00 ¹.,39,6.724,1071.1,193.8,90.4,88.9,0,57.6,0
24/01/2026 9:00 ¹.,38,6.568,1051.8,196.9,91.9,94.4,0,56.2,0
24/01/2026 10:00 ¹.,45,7.95,1148.4,199.1,95.4,90.4,0,58.1,0
24/01/2026 11:00 ¹.,44,7.916,1160.8,202.4,96.2,92.6,0,58.1,0
24/01/2026 12:00 ¹.,43,7.583,1135,204.7,96.8,95.3,0,58.1,0
24/01/2026 13:00 ¹.,41,7.292,1110.3,205.5,95.1,94,0,58.3,0
24/01/2026 14:00 ¹.,37,6.437,1072.9,202.6,91.3,90.4,0,60,0
24/01/2026 15:00 ¹.,38,6.582,1084.5,204.1,96.3,90.4,0,61.6,0
24/01/2026 16:00 ¹.,41,7.365,1113.4,200.3,96.3,94.2,0,61.1,0
24/01/2026 17:00 ¹.,36,6.268,1057.5,200.3,94.7,90.4,0,57.2,0
24/01/2026 18:00 ¹.,37,6.532,1063.9,199.9,93.3,90.2,0,55.4,0
24/01/2026 19:00 ¹.,41,7.137,1096.4,200.2,90.3,93.5,0,53.7,0
24/01/2026 20:00 ¹.,38,6.599,1062.1,200.9,88.1,95.3,1,53.2,0
24/01/2026 21:00 ¹.,34,5.817,1039.1,201.9,90.4,92.3,1,54.6,0
24/01/2026 22:00 ¹.,38,6.595,1078.7,199.7,86.7,89.6,1,53.4,0
24/01/2026 23:00 ¹.,38,6.599,1113.6,199.6,90.9,88.7,0,56.9,0
24/01/2026 0:00 ¹.,38,6.584,1097.6,200.8,92,91.9,0,55.2,0
25/01/2026 1:00 ¹.,41,7.295,1098.6,195.2,90.5,95.3,0,55.2,0
25/01/2026 2:00 ¹.,40,7.073,1081.4,196.6,92,94.9,0,57.4,0
25/01/2026 3:00 ¹.,36,6.308,1038.7,195,88.1,90.4,0,56.4,0
25/01/2026 4:00 ¹.,37,6.548,1071.8,196.1,91.1,92,0,56.2,0
25/01/2026 5:00 ¹.,38,6.665,1069.1,195.1,91.5,92,0,56.8,0
25/01/2026 6:00 ¹.,34,5.832,990.8,192.6,90,95.3,1,58.2,0
25/01/2026 7:00 ¹.,30,5.346,949,192.3,89.3,93.2,1,57.2,0
25/01/2026 8:00 ¹.,34,5.988,992.6,193,89.2,90.4,0,57.6,0
25/01/2026 9:00 ¹.,35,5.899,1004.2,197.6,90.4,90.4,0,52.2,0
25/01/2026 10:00 ¹.,37,6.416,1047.1,198.7,90.2,90.6,0,54.5,0
25/01/2026 11:00 ¹.,40,6.945,1105,202.1,96.4,92.3,1,60.9,0
25/01/2026 12:00 ¹.,40,6.965,1108.4,205.2,97.3,95.3,1,57.2,0
25/01/2026 13:00 ¹.,39,6.918,1082.3,198.7,94.2,95.3,0,59.6,0
25/01/2026 14:00 ¹.,41,7.211,1087.4,199.8,95.9,93.9,0,60.2,0
25/01/2026 15:00 ¹.,41,7.334,1112.7,200.9,93.5,92.8,0,56.6,0
25/01/2026 16:00 ¹.,41,7.295,1106.8,201.4,94.2,93.8,0,54.8,0
25/01/2026 17:00 ¹.,41,7.187,1110.7,204.3,95.1,93.7,0,52.6,0
25/01/2026 18:00 ¹.,35,6.014,1033,203.6,93.4,87.2,1,50.9,0
25/01/2026 19:00 ¹.,38,6.519,1076,202.2,91.9,85.4,1,51.4,0
25/01/2026 20:00 ¹.,39,6.957,1147.8,201,95.7,87.5,1,53.1,0
25/01/2026 21:00 ¹.,36,6.097,1068.7,198.2,93.3,87,0,54.4,0
25/01/2026 22:00 ¹.,36,6.228,1044.4,188.4,88.8,86.4,0,54.5,0
25/01/2026 23:00 ¹.,43,7.884,1140.3,195.6,94,95.3,0,51.2,0
25/01/2026 0:00 ¹.,38,6.646,1065,193.4,88.5,90.4,0,53.3,0
26/01/2026 1:00 ¹.,35,6.141,1025.4,193.2,90.7,90.3,0,55.6,0
26/01/2026 2:00 ¹.,35,5.968,999.7,193.8,92.4,90.4,0,57.2,0
26/01/2026 3:00 ¹.,36,6.229,1025.3,194.6,91.1,90.4,1,57.2,0
26/01/2026 4:00 ¹.,35,5.998,1004.2,194.8,88.7,90.3,1,56.3,0
26/01/2026 5:00 ¹.,35,6.036,1006.3,196.1,89.1,90.3,1,56.2,0
26/01/2026 6:00 ¹.,32,5.692,992.4,196.7,88.8,88.6,0,56.2,0
26/01/2026 7:00 ¹.,36,6.226,1039.6,198.3,89.4,91.5,0,57.8,0
26/01/2026 8:00 ¹.,32,5.501,974,201.6,93.1,90.4,0,56.3,0
26/01/2026 9:00 ¹.,30,5.187,946.7,201.9,92.3,90.4,0,52.9,0
26/01/2026 10:00 ¹.,34,5.715,997.2,205.9,90.9,90.4,0,49.2,0
26/01/2026 11:00 ¹.,0,0,0,0,0,0,1,0,0
26/01/2026 12:00 ¹.,31,4.977,968.4,205.1,91.1,89.8,1,53.6,0
26/01/2026 13:00 ¹.,29,4.936,948.7,206.1,91.8,89.9,0,54.1,0
26/01/2026 14:00 ¹.,29,4.994,1001.1,205.4,89.8,89.7,0,51.5,0
26/01/2026 15:00 ¹.,35,6.027,1038.7,199.4,88.5,91.6,0,51.7,0
26/01/2026 16:00 ¹.,32,5.456,976.4,191.9,83.4,88.9,0,51.4,0
26/01/2026 17:00 ¹.,36,6.136,1014.5,193.9,84.8,92,0,51.4,0
26/01/2026 18:00 ¹.,35,6.046,997.2,196,87.3,93.5,0,53.3,0
26/01/2026 19:00 ¹.,37,6.383,1036.5,201.6,90.3,94.9,0,51,0
26/01/2026 20:00 ¹.,28,4.624,941.7,197.7,87.8,87.6,0,51.1,0
26/01/2026 21:00 ¹.,34,5.766,1006.5,203.9,91.6,88.8,0,51.1,0
26/01/2026 22:00 ¹.,33,5.723,992.5,198.1,87,90.5,0,53.4,0
26/01/2026 23:00 ¹.,36,6.163,1063.2,200.8,91.7,93.1,0,54.5,0
26/01/2026 0:00 ¹.,35,6.124,1011.1,191.6,87.3,91.1,0,54.7,0
27/01/2026 1:00 ¹.,38,6.503,1040.4,191.6,86.7,90.4,0,54.3,0
27/01/2026 2:00 ¹.,38,6.543,1048.9,193.1,86.9,90.4,0,54.2,0
27/01/2026 3:00 ¹.,37,6.407,1036.1,194.2,89.3,91.9,0,54.6,0
27/01/2026 4:00 ¹.,37,6.383,1037.2,199.8,91.1,90.4,0,55.2,0
27/01/2026 5:00 ¹.,36,6.245,1060.8,198,92.3,89.9,0,56.1,0
27/01/2026 6:00 ¹.,33,5.782,1019.5,193.9,92.3,88.6,0,56.2,0
27/01/2026 7:00 ¹.,35,6.126,1017.1,189.4,88.6,89.2,0,55.5,0
27/01/2026 8:00 ¹.,36,6.324,1016.6,192.2,87.6,90.4,0,55.2,0
27/01/2026 9:00 ¹.,39,6.698,1047.8,194.2,87.5,90.4,0,54.1,0
27/01/2026 10:00 ¹.,7,0,948.2,191.6,79.4,77.6,0,37.9,0
27/01/2026 11:00 ¹.,34,5.899,998.5,189,85.6,85.8,0,58.1,0
27/01/2026 12:00 ¹.,40,7.243,1096.7,200.2,93.1,90.4,0,61.5,0
27/01/2026 13:00 ¹.,37,6.395,1077.7,203.6,94.3,91,0,61.6,0
27/01/2026 14:00 ¹.,35,5.939,1025.5,200.8,95.6,89.7,0,58.5,0
27/01/2026 15:00 ¹.,40,6.867,1061.5,196.3,88.1,88,0,59.6,0
27/01/2026 16:00 ¹.,37,6.383,1029.7,197.2,90.2,88.6,0,60,0
27/01/2026 17:00 ¹.,31,5.255,976,196,86.5,89.4,0,53.2,0
27/01/2026 18:00 ¹.,28,4.673,933,198.4,89,90.4,0,53.2,0
27/01/2026 19:00 ¹.,29,4.924,950.8,200.6,90,90.4,0,53.2,0
27/01/2026 20:00 ¹.,26,4.347,901.5,199.5,90.7,90.4,0,53.2,0
27/01/2026 21:00 ¹.,28,4.721,904.4,199.2,90.1,86.5,0,54.6,0
27/01/2026 22:00 ¹.,33,5.595,973.1,200.9,93.4,88.7,0,55.2,0
27/01/2026 23:00 ¹.,33,5.515,1011.4,205.5,96.3,88.3,0,56.7,0
27/01/2026 0:00 ¹.,32,5.532,1041.7,199.8,94,87.3,0,57.7,0
28/01/2026 1:00 ¹.,34,5.749,980.9,192.4,88.5,92.1,0,58.2,0
28/01/2026 2:00 ¹.,33,5.657,981.2,194.1,90.3,90.4,0,57.2,0
28/01/2026 3:00 ¹.,34,5.949,991.4,192.7,87.5,90.4,0,57.2,0
28/01/2026 4:00 ¹.,35,6.023,999.3,194.3,88.5,90.4,0,58.7,0
28/01/2026 5:00 ¹.,34,5.88,1024.3,197.4,92.2,89.1,0,59.6,0
28/01/2026 6:00 ¹.,34,5.915,1042.7,196.5,95.2,88.6,0,59.6,0
28/01/2026 7:00 ¹.,36,6.451,1037.2,190.9,92.3,88.6,0,57.4,0
28/01/2026 8:00 ¹.,37,6.656,1064.7,192.6,89.8,89.5,0,58.8,0
28/01/2026 9:00 ¹.,34,5.929,1001,194.2,90.6,90.5,0,56.2,0
28/01/2026 10:00 ¹.,37,6.328,1022.2,195.3,88.3,91.7,0,57.3,0
28/01/2026 11:00 ¹.,37,6.588,1060.8,197.8,89.9,90.4,0,57.2,0
28/01/2026 12:00 ¹.,38,6.664,1073.8,200.2,91.2,90.4,0,58.5,0
28/01/2026 13:00 ¹.,35,6.19,1069,201.3,92.5,93.8,0,59.2,0
28/01/2026 14:00 ¹.,35,6.11,1037.2,199.6,93.3,95.4,0,58.9,0
28/01/2026 15:00 ¹.,37,6.499,1047.4,193.4,88.6,91.2,0,57.2,0
28/01/2026 16:00 ¹.,0,0,0,0,0,0,0,0,0
28/01/2026 17:00 ¹.,38,6.915,1086.1,197.7,88,90.4,0,57.1,0
28/01/2026 18:00 ¹.,35,6.029,1046.5,196.9,87.8,90.4,0,57.2,0
28/01/2026 19:00 ¹.,35,6.165,1048.7,196.2,86.8,89.7,0,57.2,0
28/01/2026 20:00 ¹.,32,5.665,1015.7,195.8,88.2,87.3,0,56.9,0
28/01/2026 21:00 ¹.,27,4.556,914.7,194.4,88.9,86.5,0,55.5,0
28/01/2026 22:00 ¹.,23,3.875,864.3,192.8,85.1,86.5,0,52.9,0
28/01/2026 23:00 ¹.,26,4.5,900.7,195.9,85.7,86,0,48.9,0
28/01/2026 0:00 ¹.,20,3.126,811.9,203.9,95.7,85.4,0,42.6,0
29/01/2026 1:00 ¹.,22,3.526,815.3,209.9,98.2,85.4,0,40.8,0
29/01/2026 2:00 ¹.,27,4.576,902.7,214.5,99.2,85.4,0,40.8,0
29/01/2026 3:00 ¹.,21,3.186,793.7,211.9,100.5,85.4,0,40.8,0
29/01/2026 4:00 ¹.,18,2.622,753.2,207.7,97.4,85.4,0,40.8,0
29/01/2026 5:00 ¹.,16,2.333,747.1,198.8,88.1,83.7,0,40.8,0
29/01/2026 6:00 ¹.,18,2.664,765,195.4,88.1,80.7,0,44.1,0
29/01/2026 7:00 ¹.,29,4.861,983.6,197.6,87.7,80.7,0,51.5,0
29/01/2026 8:00 ¹.,31,5.362,1015.6,197.8,89.6,82.3,0,55.8,0
29/01/2026 9:00 ¹.,30,5.097,960.4,200.4,89.1,86.7,0,56.2,0
29/01/2026 10:00 ¹.,25,4.204,900.3,202.1,90.7,86.4,0,56.2,0
29/01/2026 11:00 ¹.,25,4.112,890.9,202.6,89.6,84.5,0,52.5,0
29/01/2026 12:00 ¹.,22,3.563,852.2,198,85.5,80.6,0,50.9,0
29/01/2026 13:00 ¹.,24,3.997,873.3,198.3,86.3,80.7,0,52.2,0
29/01/2026 14:00 ¹.,26,4.222,898.4,205.5,95.3,80.6,0,51.2,0
29/01/2026 15:00 ¹.,23,3.834,864.1,208.2,93,82,0,49.8,0
29/01/2026 16:00 ¹.,28,4.88,941.5,204.8,87.2,86.8,0,49.3,0
29/01/2026 17:00 ¹.,25,4.465,949.6,204.8,87.8,80.5,0,47,0
29/01/2026 18:00 ¹.,30,5.309,1020.6,205,95.4,83.5,0,52.3,0
29/01/2026 19:00 ¹.,31,5.543,1029.1,193.9,89.8,81.2,0,50.3,0
29/01/2026 20:00 ¹.,33,5.878,1035.9,190.5,86.8,83,0,51.1,0
29/01/2026 21:00 ¹.,31,5.506,1004.7,193.3,88.6,80.7,0,49.1,0
29/01/2026 22:00 ¹.,24,4.184,923,189.3,82.9,77.7,0,44,0
29/01/2026 23:00 ¹.,16,2.476,778.1,183.4,80.1,74.6,0,40.4,0
29/01/2026 0:00 ¹.,-1,0,570.9,170,68.6,38.1,0,31.2,0
30/01/2026 1:00 ¹.,0,-0.773,507.5,174.9,63.4,26,0,26,0
30/01/2026 2:00 ¹.,0,-0.794,470.1,154.6,67,26,0,26,0
30/01/2026 3:00 ¹.,4,-0.768,439.8,140.9,59.3,26,0,26,0
30/01/2026 4:00 ¹.,14,-0.771,416.2,145.2,59.7,26,0,26,0
30/01/2026 5:00 ¹.,18,-0.769,396.8,143.6,59.7,26,0,26,0
30/01/2026 6:00 ¹.,21,-0.766,380.1,139.9,59.4,26,0,26,0
30/01/2026 7:00 ¹.,23,-0.762,364.7,135.3,59,26,0,26,0
30/01/2026 8:00 ¹.,24,-0.752,350.2,130.7,58.5,26,0,26,0
30/01/2026 9:00 ¹.,26,-0.728,336.6,124.4,47.9,25.9,0,26,0
30/01/2026 10:00 ¹.,28,-0.694,338.5,122.5,41.1,3.4,0,3.3,0
30/01/2026 11:00 ¹.,29,-0.672,329.2,127.8,41.1,0,0,0,0
30/01/2026 12:00 ¹.,30,-0.671,316.5,125.3,41.1,0,0,0,0
30/01/2026 13:00 ¹.,31,-0.666,310.4,120.4,41.1,0,0,0,0
30/01/2026 14:00 ¹.,32,-0.664,299.8,117.7,41.1,0,0,0,0
30/01/2026 15:00 ¹.,32,-0.662,283.7,116.1,41.1,0,0,0,0
30/01/2026 16:00 ¹.,33,-0.667,278.1,103.4,41.1,0,0,0,0
30/01/2026 17:00 ¹.,33,-0.662,267.8,97.2,41.1,0,0,0,0
30/01/2026 18:00 ¹.,33,-0.514,256.3,94.1,41.1,0,0,0,0
30/01/2026 19:00 ¹.,33,-0.485,245.6,89.5,41.1,0,0,0,0
30/01/2026 20:00 ¹.,33,-0.438,236.7,87.2,41.1,0,0,0,0
30/01/2026 21:00 ¹.,33,-0.358,228.6,84.2,41.1,0,0,0,0
30/01/2026 22:00 ¹.,33,-0.333,221.1,81.8,41.1,0,0,0,0
30/01/2026 23:00 ¹.,32,-0.335,214,79.2,41.1,0,0,0,0
30/01/2026 0:00 ¹.,32,-0.352,207.7,76,41.1,0,0,0,0
31/01/2026 1:00 ¹.,32,-0.344,201.3,73.9,41.1,0,0,0,0
31/01/2026 2:00 ¹.,32,-0.348,193.2,73.2,41.1,0,0,0,0
31/01/2026 3:00 ¹.,32,-0.336,184.1,73.3,41.1,0,0,0,0
31/01/2026 4:00 ¹.,32,-0.332,178.2,71.3,41.1,0,0,0,0
31/01/2026 5:00 ¹.,32,-0.325,173.1,69.2,41.1,0,0,0,0
31/01/2026 6:00 ¹.,32,-0.324,168.1,67.2,41.1,0,0,0,0
31/01/2026 7:00 ¹.,32,-0.324,163.6,65.2,41,0,0,0,0
31/01/2026 8:00 ¹.,32,-0.314,156,65,41,0,0,0,0
31/01/2026 9:00 ¹.,32,-0.319,149.4,64.8,41,0,0,0,0
31/01/2026 10:00 ¹.,33,-0.339,146.5,63.9,43.6,0,0,0,0
31/01/2026 11:00 ¹.,33,-0.366,143.5,62.8,50.8,0,0,0,0
31/01/2026 12:00 ¹.,29,-0.372,141.4,61.2,50.8,0,0,0,0
31/01/2026 13:00 ¹.,22,-0.363,139.6,60,50.8,0,0,0,0
31/01/2026 14:00 ¹.,22,-0.364,137.7,59,50.8,0,0,0,0
31/01/2026 15:00 ¹.,23,-0.373,135.6,58.4,50.8,0,0,0,0
31/01/2026 16:00 ¹.,23,-0.372,131.5,58,50.7,0,0,0,0
31/01/2026 17:00 ¹.,23,-0.382,129.3,57.2,50.8,0,0,0,0
31/01/2026 18:00 ¹.,23,-0.376,126.9,56,50.8,0,0,0,0
31/01/2026 19:00 ¹.,23,-0.369,124.6,54.7,50.8,0,0,0,0
31/01/2026 20:00 ¹.,23,-0.366,121.7,53.4,50.8,0,0,0,0
31/01/2026 21:00 ¹.,23,-0.388,118.4,51.9,50.8,0,0,0,0
31/01/2026 22:00 ¹.,22,-0.392,114.9,50.3,50.8,0,0,0,0
31/01/2026 23:00 ¹.,22,-0.391,111.8,48.8,50.8,0,0,0,0
31/01/2026 0:00 ¹.,22,-0.381,109.4,47.3,50.8,0,0,0,0
1/02/2026 1:00 ¹.,22,-0.369,107.4,45.9,50.8,0,0,0,0
1/02/2026 2:00 ¹.,22,-0.388,105.2,44.8,50.8,0,0,0,0
1/02/2026 3:00 ¹.,22,-0.392,102.3,43.6,50.8,0,0,0,0
1/02/2026 4:00 ¹.,22,-0.371,100,42.5,50.8,0,0,0,0
1/02/2026 5:00 ¹.,22,-0.357,97.7,41.4,50.8,0,0,0,0
1/02/2026 6:00 ¹.,22,-0.356,96,40.3,50.8,0,0,0,0
1/02/2026 7:00 ¹.,22,-0.371,94.1,39.4,50.8,0,0,0,0
1/02/2026 8:00 ¹.,21,-0.363,92.3,38.5,50.8,0,0,0,0
1/02/2026 9:00 ¹.,19,-0.357,91,38.1,50.8,0,0,0,0
1/02/2026 10:00 ¹.,15,-0.354,89.8,38.1,50.8,0,0,0,0
1/02/2026 11:00 ¹.,3,-0.353,88.5,38.2,50.8,0,0,0,0
1/02/2026 12:00 ¹.,-1,-0.371,87.4,38.4,50.8,0,0,0,0
1/02/2026 13:00 ¹.,-1,-0.361,86.9,38.7,50.8,0,0,0,0
1/02/2026 14:00 ¹.,-1,-0.378,86.5,39.3,50.8,0,0,0,0
1/02/2026 15:00 ¹.,-1,-0.363,85.7,39.9,50.8,0,0,0,0
1/02/2026 16:00 ¹.,-1,-0.373,84.8,40.1,50.8,0,0,0,0
1/02/2026 17:00 ¹.,-1,-0.401,83.9,40.1,50.8,0,0,0,0
1/02/2026 18:00 ¹.,-1,-0.103,92.1,39.3,0,0,0,0,0
1/02/2026 19:00 ¹.,-1,-0.228,104.3,38,1.3,0,0,0,0
1/02/2026 20:00 ¹.,-1,-0.33,107,37,1.3,0,0,0,0
1/02/2026 21:00 ¹.,-1,-0.453,96.6,38.1,41.3,0,0,0,0
1/02/2026 22:00 ¹.,-1,-0.575,96.1,39,43.8,0,0,0,0
1/02/2026 23:00 ¹.,-1,-0.589,157.8,58.7,50.1,21,0,10.7,0
1/02/2026 0:00 ¹.,-1,-0.645,210.5,83.3,61.7,37,0,21.1,0
2/02/2026 1:00 ¹.,0,0,0,0,0,0,0,0,0
2/02/2026 2:00 ¹.,-1,0,556,180.3,84.7,65.5,0,49,0
2/02/2026 3:00 ¹.,0,0,584.4,179.7,89.2,73.5,0,51.5,0
2/02/2026 4:00 ¹.,1,0,649.1,189.4,91.7,80.4,0,52.1,0
2/02/2026 5:00 ¹.,18,3.007,662.7,190.9,92.4,86.1,0,52.5,0
2/02/2026 6:00 ¹.,22,3.731,708.9,191.8,94.1,90.6,0,53.7,0
2/02/2026 7:00 ¹.,21,3.57,734.8,191,92.2,90.5,0,51.1,0
2/02/2026 8:00 ¹.,28,5.306,787.5,196.3,96.3,90.6,0,55.4,0
2/02/2026 9:00 ¹.,33,5.798,834.4,197.7,97.8,93.5,0,56.4,0
2/02/2026 10:00 ¹.,37,6.489,893.5,208.4,100,95.6,0,59.1,0
2/02/2026 11:00 ¹.,40,7.21,922.5,215,100.4,95.5,0,59.2,0
2/02/2026 12:00 ¹.,40,6.981,925.5,211.7,100.4,95.5,0,59.9,0
2/02/2026 13:00 ¹.,37,6.496,948.6,200.8,100.4,95.5,0,62.1,0
2/02/2026 14:00 ¹.,42,7.334,971.1,194.6,100.1,95.4,0,61.3,0
2/02/2026 15:00 ¹.,42,7.543,953.8,199.3,99.9,95.5,0,61.3,0
2/02/2026 16:00 ¹.,42,7.32,963.1,200.3,100.2,95.5,0,61.3,0
2/02/2026 17:00 ¹.,41,7.127,965.4,201.4,100.1,92.6,0,61.9,0
2/02/2026 18:00 ¹.,38,6.433,954.4,199.8,96.9,90.6,0,59.5,0
2/02/2026 19:00 ¹.,40,7.024,965.2,200.9,97.1,91.9,0,58.7,0
2/02/2026 20:00 ¹.,40,7.042,965.7,202.9,97.8,90.8,0,59.2,0
2/02/2026 21:00 ¹.,41,7.214,930.5,203.5,99.6,92.1,0,58.1,0
2/02/2026 22:00 ¹.,41,7.291,961,197.5,98.3,90.6,0,59.8,0
2/02/2026 23:00 ¹.,44,7.788,952.3,195.2,99.2,91.2,0,60.9,0
2/02/2026 0:00 ¹.,44,8.092,886.7,198.4,98,93.2,0,59.4,0
3/02/2026 1:00 ¹.,43,7.643,926,197.8,95.2,92.8,0,61.4,0
3/02/2026 2:00 ¹.,41,7.127,950.7,197.9,96.4,91.8,0,63.1,0
3/02/2026 3:00 ¹.,39,6.782,953.7,198.9,95.3,90.2,0,60.5,0
3/02/2026 4:00 ¹.,36,6.209,954,198.6,96.3,90.6,0,58.2,0
3/02/2026 5:00 ¹.,36,6.462,946.6,192,92.5,88.3,0,58.3,0
3/02/2026 6:00 ¹.,38,6.664,949.1,192.7,93.4,90.6,0,59.2,0
3/02/2026 7:00 ¹.,35,6.192,917.1,193.8,94,90.6,0,58.1,0
3/02/2026 8:00 ¹.,39,7.039,938,194.8,91.4,91.7,0,55.5,0
3/02/2026 9:00 ¹.,42,7.38,960.2,199.8,97.5,92.9,0,60.1,0
3/02/2026 10:00 ¹.,41,7.245,961.3,198.5,93.5,91.6,0,57.9,0
3/02/2026 11:00 ¹.,40,6.999,960.7,198.3,93,91.4,0,57.2,0
3/02/2026 12:00 ¹.,41,7.335,955.3,204.1,95.3,92.4,0,56.3,0
3/02/2026 13:00 ¹.,39,6.671,965.1,204.7,98.4,93.6,0,59.1,0
3/02/2026 14:00 ¹.,40,6.839,979.6,200.7,95.1,90.7,0,58.2,0
3/02/2026 15:00 ¹.,43,7.789,960.3,197.1,97.5,93.6,0,59.1,0
3/02/2026 16:00 ¹.,34,5.941,921.3,198.5,99.2,93,0,55.2,0
3/02/2026 17:00 ¹.,39,6.924,960.4,198,95,90.6,0,58.2,0
3/02/2026 18:00 ¹.,40,6.981,968.6,197.6,96.4,90.9,0,59.2,0
3/02/2026 19:00 ¹.,41,7.211,969.5,200.9,98.4,91.7,0,59.2,0
3/02/2026 20:00 ¹.,42,7.408,962.8,201.8,98.3,91.8,0,59.2,0
3/02/2026 21:00 ¹.,38,6.483,950.8,200.7,98,90.6,0,58.6,0
3/02/2026 22:00 ¹.,41,7.299,955.7,203.4,98.7,92.5,0,58,0
3/02/2026 23:00 ¹.,38,6.608,953.3,202.7,99.5,88.1,0,58.1,0
